ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType,Link_1
9128,,Non-continuous board member of the Trent Valley Internal Drainage Board as a result of being a Bassetlaw District Councillor. This is an unpaid role.,2024-08-02,2024-08-04,,Miscellaneous,James Naish,5047,,01/08/2024,,Non-continuous board member of the Trent Valley Internal Drainage Board as a result of being a Bassetlaw District Councillor. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9128
10036,,Associate member of Young Camden Foundation Board - this was a role associated with my role as Leader of Camden Council. I stepped down when I stepped down as Leader of Camden Council.,2024-08-04,2024-08-04,,Miscellaneous,Georgia Gould,5305,,11/07/2024,,Associate member of Young Camden Foundation Board - this was a role associated with my role as Leader of Camden Council. I stepped down when I stepped down as Leader of Camden Council.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10036
10035,,Co-Chair of London's Partnership Board - This role came with my role as Chair of London Councils and ceased on my resignation as Chair of London Councils.,2024-08-04,2024-08-04,,Miscellaneous,Georgia Gould,5305,,10/07/2024,,Co-Chair of London's Partnership Board - This role came with my role as Chair of London Councils and ceased on my resignation as Chair of London Councils.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10035
9862,,Shares in a dormant company no longer trading- Holland House Property Investments Ltd,2024-08-03,2024-08-04,,Miscellaneous,Alison Taylor,5093,,,,Shares in a dormant company no longer trading- Holland House Property Investments Ltd,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/9862
9526,,Director of Blebo Global Ltd.,2024-08-02,2024-08-04,,Miscellaneous,Stephen Gethins,4434,,,None,Director of Blebo Global Ltd.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/9526
9516,,"Unpaid Board Member, Sea Change Cafe, South Shields (Sea Change Cafe is a Community Interest Company)",2024-08-02,2024-08-04,,Miscellaneous,Mrs Emma Lewell-Buck,4277,23/03/2023,,,"Unpaid Board Member, Sea Change Cafe, South Shields (Sea Change Cafe is a Community Interest Company)",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9516
9122,,Member of The City of Nottingham and Nottinghamshire Economic Prosperity Committee as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,2024-08-02,2024-08-04,,Miscellaneous,James Naish,5047,,25/07/2024,,Member of The City of Nottingham and Nottinghamshire Economic Prosperity Committee as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9122
8943,,"The Good Law Project is in receipt of donations (including crowdfunded donations) to support legal costs in one legal action in which I am named as a party. The legal proceedings do not concern my personal rights or liabilities, and I do not personally receive any donations.",2024-08-03,2024-08-04,,Miscellaneous,Siân Berry,5314,,,,"The Good Law Project is in receipt of donations (including crowdfunded donations) to support legal costs in one legal action in which I am named as a party. The legal proceedings do not concern my personal rights or liabilities, and I do not personally receive any donations.",Fund to defray legal costs,https://interests-api.parliament.uk/api/v1/Interests/8943
9023,,Unpaid role sitting on the board of Water and Sanitation for the Urban Poor (WSUP) which seeks to alleviate poverty and suffering in the world through the extension of water and sanitation services to low income communities.,2024-08-01,2024-08-04,,Miscellaneous,Helena Dollimore,5192,,05/07/2024,,Unpaid role sitting on the board of Water and Sanitation for the Urban Poor (WSUP) which seeks to alleviate poverty and suffering in the world through the extension of water and sanitation services to low income communities.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9023
8697,,Co-opted Governor for Elysium Training. This is an unpaid role.,2024-07-31,2024-08-04,,Miscellaneous,Jo Platt,4673,,,,Co-opted Governor for Elysium Training. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8697
8329,,"Non Executive Board Member, Larger Us. This is an unpaid role.",2024-08-01,2024-08-04,,Miscellaneous,Kirsty McNeill,5114,,11/07/2024,,"Non Executive Board Member, Larger Us. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8329
2096,,Executive Committee member of the Fabian Society. This is an unpaid role.,2023-03-14,2024-08-04,2024-08-01,Miscellaneous,Wes Streeting,4504,16/11/2019,10/07/2024,,Executive Committee member of the Fabian Society. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2096
7182,,"Elected Councillor, Watford Borough Council. This is an unpaid role.",2024-07-30,2024-08-04,,Miscellaneous,Matt Turmaine,5130,,,,"Elected Councillor, Watford Borough Council. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7182
8325,,Chair of the Advisory Board - Our Scottish Future (OSF). This is an unpaid role.,2024-08-01,2024-08-04,,Miscellaneous,Kirsty McNeill,5114,,11/07/2024,,Chair of the Advisory Board - Our Scottish Future (OSF). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8325
10154,,Non-practicing barrister and Associate Member at Deka Chambers.,2024-08-04,2024-08-04,,Miscellaneous,Catherine Atkinson,5143,,,,Non-practicing barrister and Associate Member at Deka Chambers.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10154
10106,,Trustee of Chichester Festival Theatre. This is an unpaid role.,2024-08-04,2024-08-04,,Miscellaneous,Jess Brown-Fuller,5335,,,,Trustee of Chichester Festival Theatre. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10106
9534,,An Associate at Global Partners Governance. This is an unpaid role.,2024-08-02,2024-08-04,,Miscellaneous,Stephen Gethins,4434,,,,An Associate at Global Partners Governance. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9534
8043,,"Non Executive Board Member, Institute for Public Policy Research (IPPR). This is an unpaid role.",2024-08-01,2024-08-04,,Miscellaneous,Kirsty McNeill,5114,,11/07/2024,,"Non Executive Board Member, Institute for Public Policy Research (IPPR). This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8043
10118,,Member of NRLA (National Residential Landlords Association). This is an unpaid role.,2024-08-04,2024-08-04,2024-09-18,Miscellaneous,Mr Alex Barros-Curtis,5175,,14/09/2024,,Member of NRLA (National Residential Landlords Association). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10118
1822,,Visiting Professor in Practice at the London School of Economics and Political Science. This is an unpaid role.,2020-09-30,2024-08-04,2024-09-24,Miscellaneous,Mr David Lammy,206,07/09/2020,10/09/2024,,Visiting Professor in Practice at the London School of Economics and Political Science. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1822
9943,,Yorkshire & Humber Labour Party Regional Executive Committee North Yorkshire CLP representative.,2024-08-03,2024-08-04,,Miscellaneous,Alison Hume,5254,,,,Yorkshire & Humber Labour Party Regional Executive Committee North Yorkshire CLP representative.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/9943
9730,,"I am a solicitor, although I left my employment as a solicitor (Associate) with Thompsons Solicitors LLP on 5 July 2024.",2024-08-03,2024-08-04,,Miscellaneous,Warinder Juss,5230,,,,"I am a solicitor, although I left my employment as a solicitor (Associate) with Thompsons Solicitors LLP on 5 July 2024.",Other,https://interests-api.parliament.uk/api/v1/Interests/9730
9194,,"Trustee, Museum of Policing in Cheshire. This is an unpaid role.",2024-08-02,2024-08-04,,Miscellaneous,Sarah Hall,5154,,,,"Trustee, Museum of Policing in Cheshire. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9194
9129,,Member of the Local Community Liaison Committee run by EDF Energy as a result of being the Councillor for Sturton Ward in Bassetlaw. This is an unpaid role.,2024-08-02,2024-08-04,,Miscellaneous,James Naish,5047,,,,Member of the Local Community Liaison Committee run by EDF Energy as a result of being the Councillor for Sturton Ward in Bassetlaw. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9129
8330,,"Non Executive Board Member, Labour Climate and Environment Forum (LCEF). This is an unpaid role.",2024-08-01,2024-08-04,,Miscellaneous,Kirsty McNeill,5114,,11/07/2024,,"Non Executive Board Member, Labour Climate and Environment Forum (LCEF). This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8330
8418,,Unpaid Director of Uyghur Campaign Ltd.,2024-07-31,2024-08-04,,Miscellaneous,Blair McDougall,5076,,,,Unpaid Director of Uyghur Campaign Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8418
8153,,Chairperson of the Farmers Union of Wales - Carmarthenshire branch. This is an unpaid role.,2024-07-30,2024-08-04,,Miscellaneous,Ann Davies,5177,,,,Chairperson of the Farmers Union of Wales - Carmarthenshire branch. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8153
2095,,Director of the Lionel Cooke Memorial Fund Ltd. This is an unpaid role.,2023-03-14,2024-08-04,2024-08-01,Miscellaneous,Wes Streeting,4504,19/01/2017,10/07/2024,,Director of the Lionel Cooke Memorial Fund Ltd. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2095
3488,,A director of C&UCO Properties. This is an unpaid role that is attached to my position as Chairman of the Conservative Party.,2023-11-16,2024-08-04,2024-08-04,Miscellaneous,Mr Richard Holden,4813,13/11/2023,08/07/2024,,A director of C&UCO Properties. This is an unpaid role that is attached to my position as Chairman of the Conservative Party.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/3488
9269,,Member of the [redacted] Housing Association.,2024-08-02,2024-08-04,,Miscellaneous,Ellie Chowns,5249,,,,Member of the [redacted] Housing Association.,Other,https://interests-api.parliament.uk/api/v1/Interests/9269
8231,,"Member of Labour Party National Executive Committee
Chair of NEC 2023-2024.",2024-07-30,2024-08-04,,Miscellaneous,James Asser,5211,,05/07/2024,,"Member of Labour Party National Executive Committee
Chair of NEC 2023-2024.",Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/8231
9808,,Director (voluntary) of Generation Rent (National Private Tenants Organisation Ltd). This is an unpaid role.,2024-08-03,2024-08-04,,Miscellaneous,Antonia Bance,5048,,10/07/2024,,Director (voluntary) of Generation Rent (National Private Tenants Organisation Ltd). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9808
9691,,Director of Myriad Consultants Limited. This is an unpaid role.,2024-08-03,2024-08-04,,Miscellaneous,Mr Alex Barros-Curtis,5175,,,,Director of Myriad Consultants Limited. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9691
10090,,Member of the Labour Renaissance Advisory Board. This is an unpaid role.,2024-08-04,2024-08-04,,Miscellaneous,Kate Dearden,5224,,,,Member of the Labour Renaissance Advisory Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10090
8933,,Membership at 5 Hertford Street.,2024-08-04,2024-08-04,,Miscellaneous,Nigel Farage,5091,,,,Membership at 5 Hertford Street.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/8933
9108,,Member of the East Midlands Councils executive board as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,2024-08-02,2024-08-04,,Miscellaneous,James Naish,5047,,25/07/2024,,Member of the East Midlands Councils executive board as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9108
9061,,Unpaid director of a property management company. This is an unpaid role.,2024-08-01,2024-08-04,,Miscellaneous,James Naish,5047,,,,Unpaid director of a property management company. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9061
8543,,"Trustee of EDUCATE, a registered charity supporting education projects in Western Uganda. This is an unpaid role.",2024-07-31,2024-08-04,,Miscellaneous,Joe Powell,5229,,,,"Trustee of EDUCATE, a registered charity supporting education projects in Western Uganda. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8543
10473,,"Unpaid Borough Councillor, Amber Valley Borough Council.",2024-07-29,2024-08-04,,Miscellaneous,Linsey Farnsworth,5107,,,,"Unpaid Borough Councillor, Amber Valley Borough Council.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10473
1824,,"Professor of Practice at SOAS, University of London. This is an unpaid role.",2021-08-09,2024-08-04,2024-09-24,Miscellaneous,Mr David Lammy,206,28/07/2021,10/09/2024,,"Professor of Practice at SOAS, University of London. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1824
9118,,Deputy / Shadow Cabinet Member of the East Midlands Combined County Authority as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,2024-08-02,2024-08-04,,Miscellaneous,James Naish,5047,,25/07/2024,,Deputy / Shadow Cabinet Member of the East Midlands Combined County Authority as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9118
8862,,Vice-chair of the Jewish Labour Movement. This is an unpaid role.,2024-08-01,2024-08-04,,Miscellaneous,Sarah Sackman,5204,,,,Vice-chair of the Jewish Labour Movement. This is an unpaid role.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/8862
8417,,Chair of Stop Uyghur Genocide Charity. This is an unpaid role.,2024-07-31,2024-08-04,,Miscellaneous,Blair McDougall,5076,,,,Chair of Stop Uyghur Genocide Charity. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8417
