ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType
9704,,"Solicitor with a practising certificate. Currently, this is an unpaid role.",03/08/2024,04/08/2024,,Miscellaneous,Kevin Bonavia,5051,,,,"Solicitor with a practising certificate. Currently, this is an unpaid role.",Unpaid role
8615,,Unpaid Director of Saibick Limited.,31/07/2024,04/08/2024,,Miscellaneous,Aphra Brandreth,5241,,,,Unpaid Director of Saibick Limited.,Other
8618,,"Company director, Smart Vet Ltd.",31/07/2024,04/08/2024,,Miscellaneous,Aphra Brandreth,5241,,,,"Company director, Smart Vet Ltd.",Other
10105,,"Trustee of the Pest House Charity, a charity that provides support to Midhurst residents that find themselves in difficult financial situations and require support. This is an unpaid role.",04/08/2024,04/08/2024,,Miscellaneous,Jess Brown-Fuller,5335,,,,"Trustee of the Pest House Charity, a charity that provides support to Midhurst residents that find themselves in difficult financial situations and require support. This is an unpaid role.",Unpaid role
10106,,Trustee of Chichester Festival Theatre. This is an unpaid role.,04/08/2024,04/08/2024,,Miscellaneous,Jess Brown-Fuller,5335,,,,Trustee of Chichester Festival Theatre. This is an unpaid role.,Unpaid role
10037,,Life Membership of the Institute of Chartered Accountants in England and Wales.,04/08/2024,04/08/2024,,Miscellaneous,Charlotte Cane,5182,,,,Life Membership of the Institute of Chartered Accountants in England and Wales.,Other
8613,,Company Director of Ethical Trading Initiative Limited.,31/07/2024,04/08/2024,,Miscellaneous,Mary Creagh,1579,,,,Company Director of Ethical Trading Initiative Limited.,Financial interest or material benefit
8154,,Chair of Carmarthenshire Association of Voluntary Services. This is an unpaid role.,30/07/2024,04/08/2024,,Miscellaneous,Ann Davies,5177,,,,Chair of Carmarthenshire Association of Voluntary Services. This is an unpaid role.,Unpaid role
9295,,"Unpaid Director of Right To Manage company, looking after the block of flats I live in.",02/08/2024,04/08/2024,,Miscellaneous,Bobby Dean,5083,21/07/2022,,,"Unpaid Director of Right To Manage company, looking after the block of flats I live in.",Unpaid role
8571,,Advisory board member for the Labour Climate and Environment Forum. This is an unpaid role.,31/07/2024,04/08/2024,,Miscellaneous,Kate Dearden,5224,,,,Advisory board member for the Labour Climate and Environment Forum. This is an unpaid role.,Unpaid role
8572,,National Executive Committee member of Labour Women's Network. This is an unpaid role.,31/07/2024,04/08/2024,,Miscellaneous,Kate Dearden,5224,,,,National Executive Committee member of Labour Women's Network. This is an unpaid role.,Unpaid role
10090,,Member of the Labour Renaissance Advisory Board. This is an unpaid role.,04/08/2024,04/08/2024,,Miscellaneous,Kate Dearden,5224,,,,Member of the Labour Renaissance Advisory Board. This is an unpaid role.,Unpaid role
9593,,"Unpaid Director, South East LEP Limited.",02/08/2024,04/08/2024,,Miscellaneous,Lauren Edwards,5298,,,,"Unpaid Director, South East LEP Limited.",Other
10225,,Labour & Co-Operative Councillor for Rochester East and Warren Wood.,04/08/2024,04/08/2024,,Miscellaneous,Lauren Edwards,5298,05/07/2024,,,Labour & Co-Operative Councillor for Rochester East and Warren Wood.,Other
9777,,"Trustee, Good Business Foundation, This is an unpaid role.",03/08/2024,04/08/2024,,Miscellaneous,Miatta Fahnbulleh,5099,,,,"Trustee, Good Business Foundation, This is an unpaid role.",Unpaid role
8933,,Membership at 5 Hertford Street.,04/08/2024,04/08/2024,,Miscellaneous,Nigel Farage,5091,,,,Membership at 5 Hertford Street.,Financial interest or material benefit
8952,,Former MEP lifetime access to the European Parliament.,04/08/2024,04/08/2024,,Miscellaneous,Nigel Farage,5091,,,,Former MEP lifetime access to the European Parliament.,Financial interest or material benefit
8953,,Unpaid Directorship at Farage Media LTD.,04/08/2024,04/08/2024,,Miscellaneous,Nigel Farage,5091,,,,Unpaid Directorship at Farage Media LTD.,Unpaid role
8954,,Unpaid Directorship at Reform Party UK.,04/08/2024,04/08/2024,,Miscellaneous,Nigel Farage,5091,,,,Unpaid Directorship at Reform Party UK.,Formal role with a party organisation
8955,,Unpaid Leader at Reform Party UK.,04/08/2024,04/08/2024,,Miscellaneous,Nigel Farage,5091,,,,Unpaid Leader at Reform Party UK.,Formal role with a party organisation
8446,,Company shares in SRM Industries Ltd. These are alphabet shares with no monetary value.,31/07/2024,04/08/2024,,Miscellaneous,Linsey Farnsworth,5107,,,Martin Spare,Company shares in SRM Industries Ltd. These are alphabet shares with no monetary value.,Financial interest or material benefit
8211,,"Councillor, London Borough of Bexley. This is an unpaid role.",30/07/2024,04/08/2024,,Miscellaneous,Daniel Francis,5184,,,,"Councillor, London Borough of Bexley. This is an unpaid role.",Unpaid role
7586,,Contributor and editing committee of BSI 30440 Validation of AI in Health. This is an unpaid role.,04/08/2024,04/08/2024,,Miscellaneous,Dr Allison Gardner,5334,,04/08/2024,,Contributor and editing committee of BSI 30440 Validation of AI in Health. This is an unpaid role.,Unpaid role
10085,,BSI UK national advisory body for ISO ART1 Artificial Intelligence - SC42. This is an unpaid role.,04/08/2024,04/08/2024,,Miscellaneous,Dr Allison Gardner,5334,,04/08/2024,,BSI UK national advisory body for ISO ART1 Artificial Intelligence - SC42. This is an unpaid role.,Unpaid role
9534,,An Associate at Global Partners Governance. This is an unpaid role.,02/08/2024,04/08/2024,,Miscellaneous,Stephen Gethins,4434,,,,An Associate at Global Partners Governance. This is an unpaid role.,Unpaid role
10096,,"Borough Councillor for Arley and Whitacre, North Warwickshire Borough Council. This is an unpaid role.",04/08/2024,04/08/2024,,Miscellaneous,Jodie Gosling,5036,,,,"Borough Councillor for Arley and Whitacre, North Warwickshire Borough Council. This is an unpaid role.",Unpaid role
9729,,Associate Governor of a Warrington based primary school. This is an unpaid role.,03/08/2024,04/08/2024,,Miscellaneous,Sarah Hall,5154,,,,Associate Governor of a Warrington based primary school. This is an unpaid role.,Unpaid role
8345,,"I am elected to Norfolk County Council, representing Thetford West division. This is an unpaid role.",30/07/2024,04/08/2024,,Miscellaneous,Terry Jermy,5338,,,,"I am elected to Norfolk County Council, representing Thetford West division. This is an unpaid role.",Unpaid role
9905,,Governor at  Holly Lodge High School College of Science in Smethwick. This is an unpaid role.,03/08/2024,04/08/2024,,Miscellaneous,Gurinder Josan,5059,,,,Governor at  Holly Lodge High School College of Science in Smethwick. This is an unpaid role.,Unpaid role
9907,,Director of Sikhs for Labour Ltd and Vice Chair of Sikhs for Labour - a Labour Party Friends group. This is an unpaid role.,03/08/2024,04/08/2024,,Miscellaneous,Gurinder Josan,5059,,,,Director of Sikhs for Labour Ltd and Vice Chair of Sikhs for Labour - a Labour Party Friends group. This is an unpaid role.,Unpaid role
9932,,Chair of Trustees at HOPE not hate Charitable Trust. This is an unpaid role.,03/08/2024,04/08/2024,,Miscellaneous,Gurinder Josan,5059,,,,Chair of Trustees at HOPE not hate Charitable Trust. This is an unpaid role.,Unpaid role
9936,,Director of Josan Estates Ltd. This is an unpaid role.,03/08/2024,04/08/2024,,Miscellaneous,Gurinder Josan,5059,,,,Director of Josan Estates Ltd. This is an unpaid role.,Unpaid role
9942,,Director of Warley Hardware Centre Ltd. This is an unpaid role.,03/08/2024,04/08/2024,,Miscellaneous,Gurinder Josan,5059,,13/07/2024,,Director of Warley Hardware Centre Ltd. This is an unpaid role.,Unpaid role
7373,,Trustee of the Fawcett Society. This is an unpaid role.,04/08/2024,04/08/2024,,Miscellaneous,Naushabah Khan,5215,,,,Trustee of the Fawcett Society. This is an unpaid role.,Unpaid role
9665,,"Trustee for True Butterflies Foundation, a domestic violence support charity. This is an unpaid role.",02/08/2024,04/08/2024,,Miscellaneous,Jayne Kirkham,5279,,,,"Trustee for True Butterflies Foundation, a domestic violence support charity. This is an unpaid role.",Unpaid role
10011,,"Unpaid Director, Babylon Bars Ltd.",03/08/2024,04/08/2024,,Miscellaneous,Mr Paul Kohler,5321,,,,"Unpaid Director, Babylon Bars Ltd.",Unpaid role
10014,,"Unpaid Director, Babylon Bars (London) Ltd.",03/08/2024,04/08/2024,,Miscellaneous,Mr Paul Kohler,5321,,,,"Unpaid Director, Babylon Bars (London) Ltd.",Unpaid role
8709,,Director of IRC UK Trading Limited.,31/07/2024,04/08/2024,,Miscellaneous,Laura Kyrke-Smith,5341,,,,Director of IRC UK Trading Limited.,Other
9650,,Governor at Frank Barnes School for Deaf Children in London. This is an unpaid role.,02/08/2024,04/08/2024,,Miscellaneous,Katie Lam,5285,,,,Governor at Frank Barnes School for Deaf Children in London. This is an unpaid role.,Unpaid role
6105,,Elected member of Crawley Borough Council.,11/07/2024,04/08/2024,,Miscellaneous,Peter Lamb,5345,,,,Elected member of Crawley Borough Council.,Financial interest or material benefit
8510,,Unremunerated trustee of the 16th Viscount Mountgarret Will Trust.,31/07/2024,04/08/2024,,Miscellaneous,Rupert Lowe,5158,,,No donor,Unremunerated trustee of the 16th Viscount Mountgarret Will Trust.,Unpaid role
8493,,Board of West Dunbartonshire Citizens' Advice Bureau. This is an unpaid role.,31/07/2024,04/08/2024,,Miscellaneous,Douglas McAllister,5057,,,,Board of West Dunbartonshire Citizens' Advice Bureau. This is an unpaid role.,Unpaid role
8519,,Chair of Clydebank & Milngavie CLP. This is an unpaid role.,31/07/2024,04/08/2024,,Miscellaneous,Douglas McAllister,5057,,,,Chair of Clydebank & Milngavie CLP. This is an unpaid role.,Unpaid role
10141,,"Councillor, Inverclyde Council. This is an unpaid role.",04/08/2024,04/08/2024,,Miscellaneous,Martin McCluskey,5129,,,,"Councillor, Inverclyde Council. This is an unpaid role.",Unpaid role
9812,,Professional registration with the Engineering Council as a Chartered Engineer.,03/08/2024,04/08/2024,,Miscellaneous,Chris McDonald,5116,,,,Professional registration with the Engineering Council as a Chartered Engineer.,Other
8043,,"Non Executive Board Member, Institute for Public Policy Research (IPPR). This is an unpaid role.",01/08/2024,04/08/2024,,Miscellaneous,Kirsty McNeill,5114,,11/07/2024,,"Non Executive Board Member, Institute for Public Policy Research (IPPR). This is an unpaid role.",Unpaid role
8326,,"Non Executive Board Member, The Center for Countering Digital Hate (CCDH). This is an unpaid role.",01/08/2024,04/08/2024,,Miscellaneous,Kirsty McNeill,5114,,11/07/2024,,"Non Executive Board Member, The Center for Countering Digital Hate (CCDH). This is an unpaid role.",Unpaid role
8328,,"Chair of the Board, Civic Power Fund (CPF),  the UK's first pooled donor fund investing in grassroots organising and building the infrastructure it needs to thrive. This is an unpaid role.",04/08/2024,04/08/2024,,Miscellaneous,Kirsty McNeill,5114,,11/07/2024,,"Chair of the Board, Civic Power Fund (CPF),  the UK's first pooled donor fund investing in grassroots organising and building the infrastructure it needs to thrive. This is an unpaid role.",Unpaid role
9108,,Member of the East Midlands Councils executive board as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,02/08/2024,04/08/2024,,Miscellaneous,James Naish,5047,,25/07/2024,,Member of the East Midlands Councils executive board as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,Unpaid role
9061,,Unpaid director of a property management company. This is an unpaid role.,01/08/2024,04/08/2024,,Miscellaneous,James Naish,5047,,,,Unpaid director of a property management company. This is an unpaid role.,Unpaid role
9759,,Trustee of Norton Canes Community Association (Norton Canes Community Centre). This is an unpaid role.,03/08/2024,04/08/2024,,Miscellaneous,Josh Newbury,5034,,,,Trustee of Norton Canes Community Association (Norton Canes Community Centre). This is an unpaid role.,Unpaid role
9760,,"Co-opted governor at Jerome Primary School, Norton Canes. This is an unpaid role.",03/08/2024,04/08/2024,,Miscellaneous,Josh Newbury,5034,,,,"Co-opted governor at Jerome Primary School, Norton Canes. This is an unpaid role.",Unpaid role
8017,,Trustee and Chair of The League Against Cruel Sports. This is an unpaid role.,30/07/2024,04/08/2024,,Miscellaneous,Dan Norris,221,,,,Trustee and Chair of The League Against Cruel Sports. This is an unpaid role.,Unpaid role
9793,,A member of the Carlton Town Board. This is an unpaid role.,03/08/2024,04/08/2024,,Miscellaneous,Michael Payne,5146,,,,A member of the Carlton Town Board. This is an unpaid role.,Unpaid role
9794,,Treasurer of St. Mary's Community Kitchen in Arnold. This is an unpaid role.,03/08/2024,04/08/2024,,Miscellaneous,Michael Payne,5146,,,,Treasurer of St. Mary's Community Kitchen in Arnold. This is an unpaid role.,Unpaid role
9939,,Chair of Friends of Church Lane & St. Mary's Play Park & Recreation Ground. This is an unpaid role.,03/08/2024,04/08/2024,,Miscellaneous,Michael Payne,5146,,,,Chair of Friends of Church Lane & St. Mary's Play Park & Recreation Ground. This is an unpaid role.,Unpaid role
9940,,A member of the Gedling UK Shared Prosperity Fund Local Partnership Group. This is an unpaid role.,03/08/2024,04/08/2024,,Miscellaneous,Michael Payne,5146,,,,A member of the Gedling UK Shared Prosperity Fund Local Partnership Group. This is an unpaid role.,Unpaid role
10216,,A member of Nottingham Playhouse Strategic Board. This is an unpaid role.,04/08/2024,04/08/2024,,Miscellaneous,Michael Payne,5146,,,,A member of Nottingham Playhouse Strategic Board. This is an unpaid role.,Unpaid role
8702,,Trustee for the ADHD Foundation. This is an unpaid role.,31/07/2024,04/08/2024,,Miscellaneous,Jo Platt,4673,,,,Trustee for the ADHD Foundation. This is an unpaid role.,Unpaid role
8543,,"Trustee of EDUCATE, a registered charity supporting education projects in Western Uganda. This is an unpaid role.",31/07/2024,04/08/2024,,Miscellaneous,Joe Powell,5229,,,,"Trustee of EDUCATE, a registered charity supporting education projects in Western Uganda. This is an unpaid role.",Unpaid role
10095,,Board member and charity trustee of Beyond Carnism. This is an unpaid role.,04/08/2024,04/08/2024,,Miscellaneous,Adrian Ramsay,5320,,05/07/2024,,Board member and charity trustee of Beyond Carnism. This is an unpaid role.,Unpaid role
8791,,Chair of Labour Party.,01/08/2024,04/08/2024,,Miscellaneous,Ellie Reeves,4620,08/07/2024,,,Chair of Labour Party.,Formal role with a party organisation
