ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link,Updated_2
14343,Payment received on 15 January 2026 - £760.00,14342,2026-01-16,2026-01-16,,Employment and earnings - Ad hoc payments,4107,Dame Harriett Baldwin,True,2026-01-15,,Monetary,The whole payment was donated to a charity in my constituency,760.00,2.00,,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/14343,
14334,Payment received on 14 January 2026 - £489.20,11729,2026-01-15,2026-01-15,,Employment and earnings - Ad hoc payments,4118,Sir Julian Smith,True,2026-01-14,,Monetary,Payment received for expenses incurred in December 2025,489.20,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14334,
14335,"Payment received on 17 December 2025 - £1,049.41",11729,2026-01-15,2026-01-15,,Employment and earnings - Ad hoc payments,4118,Sir Julian Smith,True,2025-12-17,,In kind,Travel paid for a trip to Bern December 2025,1049.41,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14335,
14326,Payment received on 23 December 2025 - £750.00,10669,2026-01-13,2026-01-13,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2025-12-23,Writing an article,Monetary,for writing an article for the LBC website/app,750.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14326,
14327,Payment received on 23 December 2025 - £750.00,10930,2026-01-13,2026-01-13,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2025-12-23,,Monetary,Article,750.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14327,
14324,Payment received on 07 January 2026 - £96.57,11502,2026-01-13,2026-01-13,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2026-01-07,,Monetary,,96.57,5.00,Hours: 5 hrs. This is an estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14324,
14328,"Payment received on 07 January 2026 - £3,000.00",10930,2026-01-13,2026-01-13,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2026-01-07,,Monetary,articles,3000.00,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14328,
14323,Payment received on 24 December 2025 - £125.23,11502,2026-01-13,2026-01-13,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-12-24,,Monetary,,125.23,6.00,This is an estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14323,
14292,"Payment received on 08 January 2026 - £1,850.25",11413,2026-01-08,2026-01-09,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2026-01-08,,Monetary,,1850.25,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14292,
14291,Payment received on 08 January 2026 - £700.00,6031,2026-01-08,2026-01-09,,Employment and earnings - Ad hoc payments,5197,Dr Neil Shastri-Hurst,True,2026-01-08,,Monetary,,700.00,3.50,Approximate number of hours worked,True,Blythe Liggins LLP,False,"Edmund House, Rugby Road, Leamington Spa, Warwickshire CV32 6EL",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14291,
14287,"Payment received on 23 December 2025 - £4,000.00",12266,2026-01-07,2026-01-07,,Employment and earnings - Ad hoc payments,4095,Steve Barclay,True,2025-12-23,,Monetary,,4000.00,10.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14287,
14274,"Payment received on 15 December 2025 - £1,000.00",12101,2026-01-06,2026-01-06,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2025-12-15,,Monetary,,1000.00,35.00,estimated research time and travel,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14274,
14277,"Payment received on 06 January 2026 - £2,166.66",4308,2026-01-06,2026-01-06,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2026-01-06,,Monetary,For four full page columns in the Daily Express.,2166.66,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14277,
14279,"Payment received on 05 January 2026 - £1,489.80",14278,2026-01-06,2026-01-06,,Employment and earnings - Ad hoc payments,4523,Catherine West,True,2026-01-05,,Monetary,,1489.80,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14279,
14275,"Payment received on 24 December 2025 - £1,000.00",12619,2026-01-06,2026-01-06,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2025-12-24,,Monetary,,1000.00,30.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14275,
14260,"Payment received on 10 December 2025 - £1,367.55",9226,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-12-10,,Monetary,,1367.55,20.00,This is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14260,
14262,Payment received on 24 December 2025 - £128.67,10624,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-12-24,,Monetary,,128.67,1.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14262,
14257,Payment received on 19 December 2025 - £250.00,11767,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2025-12-19,,Monetary,,250.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14257,
14263,Payment received on 24 December 2025 - £420.96,9226,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-12-24,,Monetary,,420.96,4.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14263,
14246,"Payment received on 19 December 2025 - £5,950.00",12649,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,4366,Sir James Cleverly,True,2025-12-19,,Monetary,,5950.00,8.00,preparation and speech work,True,Propertydrum Ltd,False,"18, Church Street, Epsom KT17 4QD",a media and events platform serving UK property agency,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14246,
14261,Payment received on 10 December 2025 - £74.73,9226,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-12-10,,Monetary,,74.73,1.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14261,
14247,"Payment received on 19 December 2025 - £37,246.80",6852,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,True,2025-12-19,,Monetary,,37246.80,12.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14247,
14256,Payment received on 19 December 2025 - £250.00,11767,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2025-12-19,,Monetary,Writing an article,250.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14256,
14258,Payment received on 22 December 2025 - £500.00,11719,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2025-12-22,,Monetary,,500.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14258,
14255,Payment received on 19 December 2025 - £250.00,11767,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2025-12-19,,Monetary,,250.00,2.00,Approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14255,
14252,"Payment received on 26 December 2025 - £1,662.73",6053,2026-01-05,2026-01-05,2026-05-06,Employment and earnings - Ad hoc payments,5357,Ayoub Khan,True,2025-12-26,,Monetary,,1662.73,184.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14252,
14244,"Payment received on 14 December 2025 - £11,050.00",14243,2025-12-31,2025-12-31,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2025-12-14,,Monetary,,11050.00,13.00,For work undertaken between 1 and 30 November 2025,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14244,
14242,"Payment received on 14 December 2025 - £47,500.00",4711,2025-12-31,2025-12-31,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2025-12-14,,Monetary,,47500.00,40.00,For work undertaken between 1 July and 30 November 2025,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14242,
14237,Payment received on 18 November 2025 - £216.53,7406,2025-12-30,2025-12-30,,Employment and earnings - Ad hoc payments,5254,Alison Hume,True,2025-11-18,,Monetary,Digital residual payments,216.53,0.00,Residual payment,True,ALCS,False,"6th Floor, International House, 1 St Katharine's Way, London E1W 1UN.",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14237,
14217,"Payment received on 12 December 2025 - £5,000.00",14216,2025-12-29,2025-12-29,,Employment and earnings - Ad hoc payments,4020,George Freeman,True,2025-12-12,,Monetary,,5000.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14217,
14220,"Payment received on 01 December 2025 - £2,166.66",4308,2025-12-23,2025-12-23,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-12-01,,Monetary,For four full page columns in the Daily Express.,2166.66,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14220,
14203,"Payment received on 01 December 2025 - £27,500.00",14202,2025-12-22,2025-12-22,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2025-12-01,,Monetary,,27500.00,22.00,For work undertaken between 1 September and 30 November 2025,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14203,
14198,"Payment received on 15 December 2025 - £10,000.00",11622,2025-12-20,2025-12-22,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2025-12-15,,Monetary,,10000.00,20.00,up to two days per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14198,
14201,"Payment received on 01 December 2025 - £11,050.00",13132,2025-12-22,2025-12-22,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2025-12-01,,Monetary,,11050.00,13.00,For work undertaken between 1 and 31 October 2025,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14201,
12540,"Payment received on 02 June 2025 - £2,000.00",4836,2025-12-22,2025-12-22,,Employment and earnings - Ad hoc payments,4074,Mark Garnier,True,2025-06-02,,Monetary,One day additional work for Super Sharp Space Systems as non executive director,2000.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12540,
14206,"Payment received on 17 December 2025 - £2,462.56",5988,2025-12-22,2025-12-22,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2025-12-17,,Monetary,All work carried out prior to July 2024,2462.56,8.00,approximate hours worked,True,confidential,False,confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14206,
14209,Payment received on 10 December 2025 - £143.65,11502,2025-12-22,2025-12-22,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-12-10,,Monetary,,143.65,8.00,Hours worked: This is an estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14209,
6350,"Payment received on 24 May 2024 - £15,000.00",4833,2025-12-22,2025-12-22,,Employment and earnings - Ad hoc payments,4074,Mark Garnier,True,2024-05-24,,Monetary,,15000.00,0.00,No additional hours. (This is in relation to an outstanding payment owed since 31 August 2023.),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6350,
14183,"Payment received on 11 December 2025 - £3,200.00",12175,2025-12-19,2025-12-19,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2025-12-11,,Monetary,Speaking at a conference event for Defaqto on 27 November 2025.,3200.00,7.00,"(estimated), including travel and preparation time",True,Defaqto,False,"12 Haddenham Business Park, Haddenham HP17 8LJ",,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/14183,
14189,Payment received on 12 December 2025 - £850.00,4321,2025-12-19,2025-12-19,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-12-12,,Monetary,For four shows.,850.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14189,
14162,Payment expected for services on 17 December 2025 - £150.00,3818,2025-12-17,2025-12-17,,Employment and earnings - Ad hoc payments,4110,Dame Karen Bradley,False,2025-12-17,,Monetary,for a meeting,150.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14162,
14141,Payment received on 05 December 2025 - £300.00,12134,2025-12-15,2025-12-15,,Employment and earnings - Ad hoc payments,4938,Paulette Hamilton,True,2025-12-05,,Monetary,"Jeremy Vine guest reviewer on the breakfast program, discussing current news affairs of the day",300.00,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14141,
14133,"Payment expected for services on 14 December 2025 - £3,000.00",9814,2025-12-14,2025-12-15,,Employment and earnings - Ad hoc payments,5116,Chris McDonald,False,2025-12-14,,Monetary,,3000.00,42.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14133,
14132,Payment received on 08 December 2025 - £385.51,11729,2025-12-15,2025-12-15,,Employment and earnings - Ad hoc payments,4118,Sir Julian Smith,True,2025-12-08,,Monetary,"Incidental expenses reimbursment, incurred end Oct- Nov 2025",385.51,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14132,
14128,Payment received on 13 November 2025 - £143.65,11502,2025-12-11,2025-12-12,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-11-13,,Monetary,,143.65,7.00,This is an estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14128,
14126,"Payment received on 08 December 2025 - £1,800.00",11466,2025-12-11,2025-12-11,,Employment and earnings - Ad hoc payments,5102,Carla Denyer,True,2025-12-08,,Monetary,Fee for three appearances on Christmas University Challenge. Payment to be donated to charity,1800.00,10.00,Estimated hours,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/14126,
14121,"Payment expected for services on 10 December 2025 - £37,246.80",6852,2025-12-10,2025-12-11,,Employment and earnings - Ad hoc payments,5091,Nigel Farage,False,2025-12-10,,Monetary,Date given is the date the invoice was submitted for payment,37246.80,12.00,This number is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14121,
14114,"Payment received on 05 December 2025 - £6,800.00",12649,2025-12-10,2025-12-10,,Employment and earnings - Ad hoc payments,4366,Sir James Cleverly,True,2025-12-05,,Monetary,,6800.00,7.00,approximate hours including preparation and speech delivery,True,Marketing in Partnership Ltd,False,"New London House, 172 Drury Lane, London WC2B 5QR",Marketing and events communications agency specialising in Financial Services,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14114,
14118,Payment expected for services on 10 December 2025 - £100.00,12296,2025-12-10,2025-12-10,2026-01-22,Employment and earnings - Ad hoc payments,4500,Clive Lewis,False,2025-12-10,,Monetary,One article written,100.00,1.00,Approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14118,
14116,Payment received on 25 November 2025 - £750.00,10669,2025-12-10,2025-12-10,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2025-11-25,Writing an article (not presenting a show),Monetary,Writing an article,750.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/14116,
