public_whip_id,member_name,category_name,earliest_declaration,latest_declaration,free_text,extracted_orgs,extracted_sum
uk.org.publicwhip/person/25925,Greg Smith,"Gifts, benefits and hospitality from UK sources",2021-08-23,2022-09-05 (latest),Name of donor: Silverstone Circuits Ltd,,
uk.org.publicwhip/person/25925,Greg Smith,"Gifts, benefits and hospitality from UK sources",2021-08-23,2022-09-05 (latest),Name of donor: The Goodwood Estate Company Ltd,The Goodwood Estate Company Ltd,
uk.org.publicwhip/person/25925,Greg Smith,Miscellaneous,2020-01-11,2022-07-11,Member of the Advisory Board of Conservative Way Forward. This is an unpaid role with no executive responsibility. (Registered 30 December 2019),the Advisory Board of Conservative Way Forward,
uk.org.publicwhip/person/25925,Greg Smith,Employment and earnings,2020-04-14,2021-03-15,"2 March 2020, received final payment of £1,000. Hours: 10 hrs. (Registered 31 March 2020)",,"1,000"
uk.org.publicwhip/person/25925,Greg Smith,Employment and earnings,2020-02-10,2021-03-15,"Payments from Evolution Fasteners (UK) Ltd (manufacturing and sales), 1 Oaks Court, Warwick Road, Borehamwood WD6 1ES, for marketing and design services:",Evolution Fasteners; 1 Oaks Court,
uk.org.publicwhip/person/25925,Greg Smith,Employment and earnings,2020-02-10,2021-02-15,"3 February 2020, payment of £1,000. Hours: 10 hrs. (Registered 03 February 2020)",,"1,000"
uk.org.publicwhip/person/25925,Greg Smith,Employment and earnings,2020-02-10,2021-01-18,"13 January 2020, received £350 from Quatro Public Relations, 20-24 Old Street, London EC1V 9AB, for marketing and design services. Hours: none since my election. (Registered 15 January 2020)",Quatro Public Relations,350
uk.org.publicwhip/person/25925,Greg Smith,Employment and earnings,2020-02-10,2021-01-18,"2 January 2020, payment of £1,000. Hours: 5 hrs. (Registered 07 January 2020)",,"1,000"
uk.org.publicwhip/person/25925,Greg Smith,Employment and earnings,2020-01-11,2020-12-21,"20 December 2019, received £1,000 from PB Consulting (public affairs), 17 Swan Court, Tanner Street, London SE1 3LE, for marketing and design services provided to (1) Medical Technology Group, c/o ABHI, 107 Grays Inn Rd, London WC1X 8TZ; (2) APPG for Vascular & Venous Disease, House of Commons, London SW1A 0AA; (3) Unplanned Admissions Consensus Committee, c/o PB Consulting, 17 Swan Court, Tanner Street, London SE1 3LE; (4) Novo Nordisk, 3 City Place, Beehive Ring Road, Gatwick RH6 0PA. Hours: none since my election. (Registered 30 December 2019)",PB Consulting; Medical Technology Group; Vascular & Venous Disease; House of Commons; Unplanned Admissions Consensus Committee; PB Consulting; City Place,"1,000"
uk.org.publicwhip/person/25925,Greg Smith,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-12-21,Name of donor: Evolution Fasteners (UK) Ltd,Evolution Fasteners,
uk.org.publicwhip/person/25925,Greg Smith,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-12-21,Name of donor: Ian Farr,,
uk.org.publicwhip/person/25925,Greg Smith,Employment and earnings,2020-01-11,2020-01-11,"2 January 2020, payment of £1,000 from Evolution Fasteners (UK) Ltd (manufacturing and sales), 1 Oaks Court, Warwick Road, Borehamwood WD6 1ES, for marketing and design services. Hours: 5 hrs. (Registered 07 January 2020)",Evolution Fasteners; 1 Oaks Court,"1,000"
uk.org.publicwhip/person/25924,David Johnston,Visits outside the UK,2022-09-05 (latest),2022-09-05 (latest),Name of donor: Conservative Friends of Israel Ltd (CFI Ltd),Conservative Friends of Israel Ltd,
uk.org.publicwhip/person/25924,David Johnston,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2021-11-29,2022-09-05 (latest),Name of donor: John Nash,,
uk.org.publicwhip/person/25924,David Johnston,Employment and earnings,2020-01-11,2021-01-18,"27 December 2019, received £384.63 from Explora, 1701 Mountain Road NW, Albuquerque, NM 87104, USA, for delivering a virtual learning session on behalf of the Informal Learning Leadership Collaborative (a global network of science centres). Hours: none since my election. (Registered 10 January 2020)",the Informal Learning Leadership Collaborative,384.63
uk.org.publicwhip/person/25924,David Johnston,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Laurence Hollingworth,,
uk.org.publicwhip/person/25923,Mark Eastwood,Miscellaneous,2020-03-16,2022-09-05 (latest),"From 1 March 2020, a member of the Dewsbury Town Deal Board. This is an unpaid role. (Registered 12 March 2020)",the Dewsbury Town Deal Board,
uk.org.publicwhip/person/25923,Mark Eastwood,"Gifts, benefits and hospitality from UK sources",2022-02-14,2022-09-05 (latest),Name of donor: Betting and Gaming Council (BGC),Gaming Council,
uk.org.publicwhip/person/25923,Mark Eastwood,"Gifts, benefits and hospitality from UK sources",2021-09-20,2022-09-05 (latest),Name of donor: McDonald’s UK & Ireland,McDonald’s; UK & Ireland,
uk.org.publicwhip/person/25923,Mark Eastwood,"Gifts, benefits and hospitality from UK sources",2022-06-27,2022-09-05 (latest),Name of donor: The Football Association Premier League Ltd,The Football Association Premier League Ltd,
uk.org.publicwhip/person/25923,Mark Eastwood,"Gifts, benefits and hospitality from UK sources",2021-09-06,2022-08-08,Name of donor: Tramlines Events Ltd,Tramlines Events Ltd,
uk.org.publicwhip/person/25923,Mark Eastwood,"Gifts, benefits and hospitality from UK sources",2020-09-01,2021-08-23,Name of donor: Richard Gower,,
uk.org.publicwhip/person/25923,Mark Eastwood,(b) Any other support not included in Category 2(a),2020-06-08,2021-05-17,Name of donor: Senator International Ltd,,
uk.org.publicwhip/person/25923,Mark Eastwood,Employment and earnings,2020-03-16,2021-03-15,"17 February 2020, received £200 from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for a survey. Hours: approx. 15 mins. (Registered 12 March 2020)",,200
uk.org.publicwhip/person/25923,Mark Eastwood,Employment and earnings,2020-03-16,2021-03-15,"21 February 2020, received £110 from YouGov, 50 Featherstone Street, London EC1Y 8RT, for a survey. Hours: approx. 15 mins. (Registered 12 March 2020)",YouGov; Featherstone Street,110
uk.org.publicwhip/person/25923,Mark Eastwood,Visits outside the UK,2020-03-30,2021-03-15,Name of donor: Government of Pakistan,,
uk.org.publicwhip/person/25923,Mark Eastwood,Miscellaneous,2020-01-11,2021-01-18,"Until 21 December 2019, Trustee of Dewsbury Endowment Schools Foundation Trust. (Registered 02 January 2020)",Trustee; Dewsbury Endowment Schools Foundation Trust,
uk.org.publicwhip/person/25923,Mark Eastwood,Employment and earnings,2020-01-11,2021-01-18,"Until 31 December 2019, Business Development Manager for Senator International Ltd (furniture manufacturer), Altham Business Park, Sykeside Drive, Accrington BB5 5YE. Final payment of £7,984 received on 20 December 2019. Hours: 2 hrs since my election. (Registered 06 January 2020)",Senator International Ltd,
uk.org.publicwhip/person/25923,Mark Eastwood,Miscellaneous,2020-01-11,2021-01-18,"Until 5 January 2019, Chairman of Chidswell Action Group; a campaign to protect green spaces at Chidswell. (Registered 06 January 2020)",Chidswell Action Group; Chidswell,
uk.org.publicwhip/person/25922,Robbie Moore,(i) Shareholdings: over 15% of issued share capital,2020-01-11,2022-09-05 (latest),Brockthorpe Consultancy Ltd; consultants and rural surveyors. This is the umbrella company of Brockthorpe Consultancy RM. (Registered 09 January 2020),Brockthorpe Consultancy Ltd,
uk.org.publicwhip/person/25922,Robbie Moore,(b) Any other support not included in Category 2(a),2022-09-05 (latest),2022-09-05 (latest),Name of donor: Businessfore,,
uk.org.publicwhip/person/25922,Robbie Moore,Miscellaneous,2020-01-11,2022-09-05 (latest),Unpaid director of Brockthorpe Consultancy Ltd; consultants and rural surveyors. This is the umbrella company of Brockthorpe Consultancy RM. (Registered 09 January 2020),Unpaid; Brockthorpe Consultancy Ltd,
uk.org.publicwhip/person/25922,Robbie Moore,(b) Any other support not included in Category 2(a),2021-09-06,2022-08-08,Name of donor: IX Wireless Limited,,
uk.org.publicwhip/person/25922,Robbie Moore,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2021-08-23,2021-10-18,"Until 16 October 2020, a house in Northumberland: (i). (Registered 09 January 2020; updated 05 August 2021)",,
uk.org.publicwhip/person/25922,Robbie Moore,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2021-07-26,House in Northumberland: (i). (Registered 09 January 2020),House,
uk.org.publicwhip/person/25922,Robbie Moore,Employment and earnings,2020-01-11,2021-01-18,"16 December 2019, received £1,058.54. Hours: none since my election to Parliament. (Registered 09 January 2020)",Parliament,"1,058.54"
uk.org.publicwhip/person/25922,Robbie Moore,Employment and earnings,2020-01-11,2021-01-18,"18 December 2019, £1,169 received for work as a consultant/rural surveyor from Haddon Farms Ltd, Farfields Farm, Crosland Edge, Meltham, HD9 5RS. Hours: none since my election to Parliament. (Registered 09 January 2020)",Haddon Farms Ltd; Farfields Farm; Parliament,"1,169"
uk.org.publicwhip/person/25922,Robbie Moore,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Diane Smith,,
uk.org.publicwhip/person/25922,Robbie Moore,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Dr Lawrence Tomlinson,,
uk.org.publicwhip/person/25922,Robbie Moore,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: IPGL Ltd,IPGL Ltd,
uk.org.publicwhip/person/25922,Robbie Moore,Employment and earnings,2020-01-11,2021-01-18,"Payment of £2,500 expected for work as a consultant/rural surveyor, from the Executors of the estate of the late Mr M Higgins, c/o Rayworths Solicitors, 89 Station Parade, Harrogate HG1 1HF. Hours: none since my election to Parliament. (Registered 09 January 2020)",Parliament,"2,500"
uk.org.publicwhip/person/25922,Robbie Moore,Employment and earnings,2020-01-11,2021-01-18,Payment of £350 expected for work as a consultant/rural surveyor from W R A Fife (private address). Hours: none since my election to Parliament. (Registered 09 January 2020),Parliament,350
uk.org.publicwhip/person/25922,Robbie Moore,Employment and earnings,2020-01-11,2021-01-18,"Payments for work done through Brockthorpe Consultancy RM, Brockthorpe Consultancy RM, Brockdam Farm, Ellingham, Chathill NE67 5HN, of which I am sole proprietor:",Brockdam Farm; Ellingham,
uk.org.publicwhip/person/25922,Robbie Moore,Employment and earnings,2020-02-10,2021-01-18,"Until 20 January 2020, I received allowances as a member of Northumberland County Council, County Hall, Morpeth NE61 2EF. (Registered 9 January 2020; updated 27 January 2020)",Northumberland County Council,
uk.org.publicwhip/person/25922,Robbie Moore,Employment and earnings,2020-02-10,2021-01-18,"Until 20 January 2020, I received £14,004 a year, paid monthly, for an expected commitment of approximately 38 hrs a month. (Registered 9 January 2020; updated 27 January 2020)",,"14,004"
uk.org.publicwhip/person/25922,Robbie Moore,Employment and earnings,2020-01-11,2020-01-11,"Allowances from Northumberland County Council, County Hall, Morpeth NE61 2EF, for services as a county councillor:",Northumberland County Council,
uk.org.publicwhip/person/25922,Robbie Moore,Employment and earnings,2020-01-11,2020-01-11,"Until further notice I receive £14,004 a year, paid monthly, for an expected commitment of approximately 38 hrs a month. (Registered 09 January 2020)",,"14,004"
uk.org.publicwhip/person/25921,Jane Hunt,Miscellaneous,2021-11-01,2022-09-05 (latest),"Councillor, Charnwood Borough Council. I have received no allowances since 1 September 2020. (Registered 09 January 2020; updated 30 March 2020 and 05 October 2020)",Charnwood Borough Council,
uk.org.publicwhip/person/25921,Jane Hunt,Miscellaneous,2020-01-11,2022-09-05 (latest),"From 8 January 2020, a member of the Town Deal Board for Loughborough. This is an unpaid position. (Registered 09 January 2020)",the Town Deal Board for Loughborough,
uk.org.publicwhip/person/25921,Jane Hunt,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2022-01-31,2022-09-05 (latest),Name of donor: Dr Nikesh Kotecha,,
uk.org.publicwhip/person/25921,Jane Hunt,Miscellaneous,2021-05-17,2022-04-19,"On 23 April 2021, Great Central Railway provided me and a member of my staff with a trip on the steam railway and a light lunch. Total value £150. (Registered 29 April 2021)",Great Central Railway,150
uk.org.publicwhip/person/25921,Jane Hunt,Employment and earnings,2020-10-12,2021-10-18,"Councillor, Charnwood Borough Council, Southfield Road, Loughborough LE11 2TW. From March 2020 until 1 September 2020, I received a monthly allowance of £431.33. Hours: up to 20 hrs a month. (Registered 09 January 2020; updated 30 March 2020 and 05 October 2020)",Charnwood Borough Council,431.33
uk.org.publicwhip/person/25921,Jane Hunt,Miscellaneous,2020-08-10,2021-07-26,"From 12 December 2019 until 23 July 2020, a director of Love Loughborough Ltd. This was an unpaid position. (Registered 09 January 2020; updated 23 July 2020)",Love Loughborough Ltd.,
uk.org.publicwhip/person/25921,Jane Hunt,Miscellaneous,2020-08-10,2021-03-15,"From 12 December 2019 until 2 March 2020, a trustee of Loughborough Welfare Trust. This was an unpaid position. (Registered 09 January 2020; updated 02 March 2020)",Loughborough Welfare Trust,
