ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,VisitLocations,VisitLocations_1_Country,VisitLocations_1_Destination,Purpose,StartDate,EndDate,Appg,Donors,Donors_1_Name,Donors_1_IsPrivateIndividual,Donors_1_PublicAddress,Donors_1_PaymentType,Donors_1_PaymentDescription,Donors_1_Value,Donors_1_IsSoleBeneficiary,VisitLocations_2_Country,VisitLocations_2_Destination,VisitLocations_3_Country,VisitLocations_3_Destination,Donors_2_Name,Donors_2_IsPrivateIndividual,Donors_2_PublicAddress,Donors_2_PaymentType,Donors_2_PaymentDescription,Donors_2_Value,Donors_2_IsSoleBeneficiary,Donors_3_Name,Donors_3_IsPrivateIndividual,Donors_3_PublicAddress,Donors_3_PaymentType,Donors_3_PaymentDescription,Donors_3_Value,Donors_3_IsSoleBeneficiary,Donors_4_Name,Donors_4_IsPrivateIndividual,Donors_4_PublicAddress,Donors_4_PaymentType,Donors_4_PaymentDescription,Donors_4_Value,Donors_4_IsSoleBeneficiary,Donors_5_Name,Donors_5_IsPrivateIndividual,Donors_5_PublicAddress,Donors_5_PaymentType,Donors_5_PaymentDescription,Donors_5_Value,Donors_5_IsSoleBeneficiary,Link_1
3323,,International visit to Bangladesh between 26 January 2024 and 31 January 2024,2024-02-19,2023-12-17,,Visits outside the UK,Neil Coyle,4368,,Bangladesh,,"Promoting UK-Bangladesh Trade and Investment, cross cultural relations and to understand the Rohingya Crisis.",26/01/2024,31/01/2024,,,"Commonwealth Enterprise and Investment Council, Bangladesh",False,"Plot 44, Progoti Shoroni, Main Block-J, Baridhara, Dhaka - 1212, Bangladesh",In kind,"International travel, accommodation and meals (value is approximate)",3200.00,True,,,,,RRM Group,False,"Plot 44, Main Road, Block J, Baridhara, Dhaka - 1212, Bangladesh",In kind,Domestic transport,500.00,True,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3323
3623,,International visit to Qatar between 24 November 2023 and 03 December 2023,2023-12-21,2023-12-17,,Visits outside the UK,Rushanara Ali,4138,,Qatar,Doha,To participate at the WISE Summit 2023 focusing on the future of education in light of emerging technologies such as Artificial Intelligence and meet senior Qatari foreign policy and education officials on the margins of the Summit.,24/11/2023,03/12/2023,,,Ministry of Foreign Affairs of the State of Qatar,False,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and food",6550.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3623
3626,,International visit to United Arab Emirates between 08 December 2023 and 10 December 2023,2024-01-08,2023-12-17,,Visits outside the UK,Fleur Anderson,4788,,United Arab Emirates,Dubai,Attendance at COP28 to learn about the COP negotiation process and the role of legislators to achieve the targets set for the global climate and decarbonisation agenda.,08/12/2023,10/12/2023,,,Energy & Climate Intelligence Unit,False,"180 Borough High Street, London SE1 1LB",In kind,"Accommodation (£506.44), flight (£660) and subsistence (maximum value £100)",1266.44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3626
4280,,International visit to France between 12 February 2024 and 14 February 2024,2024-02-22,2023-12-17,,Visits outside the UK,Louise Haigh,4473,,France,Paris,To see a public transport operator in Paris to see what they deliver and how it works.,12/02/2024,14/02/2024,,,Keolis (UK) Limited,False,"19-21 Hatton Garden, London EC1N 8BA",In kind,"For me and a member of staff, return travel via Eurostar, two nights' accommodation and internal travel",1690.52,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/4280
3394,,International visit to Bangladesh between 26 January 2024 and 31 January 2024,2024-02-19,2023-12-17,,Visits outside the UK,Andrew Western,4979,,Bangladesh,,"Promoting UK-Bangladesh Trade and Investment, cross cultural relations and to understand the Rohingya Crisis.",26/01/2024,31/01/2024,,,"Commonwealth Enterprise and Investment Council, Bangladesh",False,"Plot 44, Progoti Shoroni, Main Block-J, Baridhara, Dhaka - 1212, Bangladesh",In kind,"International travel, accommodation and meals (value is approximate)",3200.00,True,,,,,RRM Group,False,"Plot 44, Main Road, Block J, Baridhara, Dhaka - 1212, Bangladesh",In kind,Domestic transport,500.00,True,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3394
3651,,International visit to United Arab Emirates between 08 December 2023 and 11 December 2023,2023-12-21,2023-12-17,,Visits outside the UK,Wera Hobhouse,4602,,United Arab Emirates,Dubai,"Attendance at COP28, as part of the APPG for Renewable and Sustainable Energy, to learn about the COP negotiation process and the role of legislators to achieve the targets set for the global climate and decarbonisation agenda.",08/12/2023,11/12/2023,,,Energy & Climate Intelligence Unit,False,"ECIU, 180 Borough High Street, London SE1 1LB",In kind,"Accommodation (£759.65), flight (£660), subsistence (maximum value of £100)",1519.65,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3651
3251,,International visit to Qatar between 30 November 2023 and 03 December 2023,2023-12-13,2023-12-17,2023-12-18,Visits outside the UK,Sir Keir Starmer,4514,,Qatar,Doha,"Meeting with the Emir of Qatar, travelling from COP28 in Dubai.
Attending COP28 as part of my frontbench role.",30/11/2023,03/12/2023,,,Ministry of Foreign Affairs of the State of Qatar,False,"Almirqab Tower, West Bay, Doha, Qatar",In kind,"Private jet provided for return flights between Dubai and Doha, plus transportation, for me and three members of staff.",25508.83,False,United Arab Emirates,Dubai,,,COP28 Presidency Office,False,"Capital Plaza, Abu Dhabi, United Arab Emirates",In kind,Airport transfer and daily travel by car during COP28 (value is approximate),765.00,False,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3251
1314,,International visit to Canada between 15 September 2023 and 17 September 2023,2023-10-02,2023-12-17,,Visits outside the UK,Sir Keir Starmer,4514,,Canada,Montreal,Speaking at Montreal Global Progress Conference.,15/09/2023,17/09/2023,,,Canada 20/20,False,"35 O’Connor Street, Suite 302 Ottawa, Ontario, Canada K1P 5M4",Monetary,"Monetary contribution towards a flight (£410.41), plus hotel (£588.86), principle car (£282.58) and staff car (£212.70)",1494.55,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1314
3398,,International visit to Cyprus between 03 January 2024 and 06 January 2024,2024-01-30,2023-12-17,,Visits outside the UK,Sammy Wilson,1593,,Cyprus,Turkish Republic of Northern Cyprus,"Parliamentary fact-finding delegation to learn about the country's political system, history, culture, and economy.",03/01/2024,06/01/2024,,,The Turkish Cypriot Chamber of Commerce,False,"90 Bedrettin Demirel Caddesi Yenişehir, Lefkoşa, Cyprus",In kind,Subsistence,180.00,True,,,,,Cyprus Premier,False,"239-241 Kennington Lane, London SE11 5QU",In kind,Flights,690.00,True,The Arkin Group,False,"PO Box 309 Girne- Kıbrıs, 99300, Cyprus",In kind,"Accommodation, food, drink and other subsistence",370.00,True,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3398
3648,,International visit to Bahrain between 17 November 2023 and 20 November 2023,2023-12-19,2023-12-17,,Visits outside the UK,Fabian Hamilton,415,,Bahrain,Manama,Attendance at the International Institute of Strategic Studies (IISS) Manama Dialogue 2023.,17/11/2023,20/11/2023,,,"Shura Council, Kingdom of Bahrain",False,"PO Box 10105, Kingdom of Bahrain",In kind,"Flights, accommodation and meals",1463.51,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3648
3143,,International visit to United States between 29 September 2023 and 02 October 2023,2023-11-09,2023-12-17,,Visits outside the UK,Brendan O'Hara,4371,,United States,"Salt Lake City, Utah","As chair of the APPG for International Law, Justice and Accountability, to speak in the plenary session in ICLRS Law and Religious Symposium.",29/09/2023,02/10/2023,"International Law, Justice and Accountability",,International Centre for Law and Religious Studies (ICLRS),False,"J Reuben Clarke Centre, 341 E Campus Dr, Provo, UT 84602, USA",In kind,"Accommodation including food (£740.20) and flights (£1,304.75)",2044.95,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3143
3393,,International visit to Japan between 30 January 2024 and 05 February 2024,2024-02-09,2023-12-17,,Visits outside the UK,Catherine West,4523,,Japan,,To meet the Japanese Prime Minister and to attend the UK-Japan 21st Century Group 2024 Conference.,30/01/2024,05/02/2024,,,UK Japan 21st Century Group,False,"The Japan Society, 13/14 Cornwall Terrace, London NW1 4QP",In kind,"Return flights to Tokyo (£1,839), hotels and hospitality (£1,136.45) and travel within country (£98.71)",3074.16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3393
3144,,International visit to Palestine between 25 September 2023 and 29 September 2023,2023-11-01,2023-12-17,,Visits outside the UK,Kate Osamor,4515,,Palestine,Occupied Palestinian Territory,Fact finding visit organised by the Council for Arab-British Understanding and Medical Aid for Palestinians.,25/09/2023,29/09/2023,,,Medical Aid for Palestine,False,"33A Islington Park Street, London N1 1QB",In kind,"Flights, accommodation, food and transport.",1695.00,True,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3144
1219,,International visit between 23 September 2023 and 01 October 2023,2023-10-24,2023-12-10,,Visits outside the UK,Tahir Ali,4747,,Pakistan,Islamabad and Kashmir,Visit to Kashmir and NGO's providing humanitarian aid.,23/09/2023,01/10/2023,,,Ministry of Foreign Affairs Pakistan,False,"Constitution Ave, G-5/1 G-5, Islamabad, Islamabad Capital Territory, Pakistan",In kind,Hotel accommodation and transport for me and a family member,1800.00,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1219
1218,,International visit to Qatar between 18 September 2023 and 23 September 2023,2023-10-24,2023-12-10,,Visits outside the UK,Tahir Ali,4747,,Qatar,Doha,"Qatar APPG visit to meet with ministers, the Shura Council, and senior local and international stakeholders in international development for the purpose of sharing knowledge and exploring ways of enhancing UK-Qatar cooperation on global development and aid.",18/09/2023,23/09/2023,APPG on Qatar,,Ministry of Foreign Affairs of the State of Qatar,False,"Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and food for me and a family member",8972.00,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1218
