public_whip_id,member_name,registry_date,category_type,category_name,free_text,extracted_orgs,extracted_money
uk.org.publicwhip/person/25424,Victoria Atkins,2022-05-16,8,Miscellaneous,"Barrister, currently not practising. (Registered 06 June 2015)",,
uk.org.publicwhip/person/25424,Victoria Atkins,2022-05-16,8,Miscellaneous,"From 27 January 2020, member of the Connected Coast Board, a joint board for the Mablethorpe and Skegness Towns Fund. This is an unpaid role. (Registered 28 January 2020)",the Connected Coast Board; the Mablethorpe and Skegness Towns Fund,
uk.org.publicwhip/person/25750,Gareth Bacon,2022-05-16,1,Employment and earnings,"Until 9 May 2021, London Assembly Member, the Greater London Authority, Queens Walk, London SE1 2AA, I received £1,573.73 a month in return for a monthly commitment of approx. 10-15 hrs. (Registered 8 January 2020; updated 19 May 2021)",London Assembly; the Greater London Authority; Queens Walk,"1,573.73"
uk.org.publicwhip/person/25750,Gareth Bacon,2022-05-16,1,Employment and earnings,"Until 15 March 2021, Councillor, London Borough of Bexley, 2 Watling St, Bexleyheath DA6 7AT. I received £816.50 per month in return for a monthly commitment of 5-10 hrs. (Registered 08 January 2020; updated 12 May 2021)",,816.50
uk.org.publicwhip/person/25750,Gareth Bacon,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Diageo plc,Diageo plc,
uk.org.publicwhip/person/25750,Gareth Bacon,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: City Airport,,
uk.org.publicwhip/person/25750,Gareth Bacon,2022-05-16,8,Miscellaneous,"From 14 June 2021, unpaid director of Conservative Union Research Unit Ltd, which will provide research and briefings to Members on topics related to strengthening the union of the United Kingdom. (Registered 28 July 2021)",Conservative Union Research Unit Ltd,
uk.org.publicwhip/person/10707,Richard Bacon,2022-05-16,4,Visits outside the UK,Name of donor: UAE Ministry of Foreign Affairs and International Cooperation,UAE Ministry of Foreign Affairs and International Cooperation,
uk.org.publicwhip/person/10707,Richard Bacon,2022-05-16,8,Miscellaneous,"I am a member of the board (unpaid) of the Right to Build Task Force, which is part of the National Custom and Self-Build Association, and I serve as the task force ambassador. (Registered 06 March 2018)",the National Custom and Self-Build Association,
uk.org.publicwhip/person/25693,Kemi Badenoch,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Jeremy Hildreth,,
uk.org.publicwhip/person/25693,Kemi Badenoch,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Sir Michael Hintze,,
uk.org.publicwhip/person/25814,Shaun Bailey,2022-05-16,1,Employment and earnings,"Payments from YouGov, 50 Featherstone Street, London EC1Y 8RT, for surveys:",YouGov,
uk.org.publicwhip/person/25814,Shaun Bailey,2022-05-16,1,Employment and earnings,"11 November 2021, received £120. Hours: 1 hr. (Registered 15 November 2021)",,120
uk.org.publicwhip/person/25814,Shaun Bailey,2022-05-16,1,Employment and earnings,"25 November 2021, received £100. Hours: 30 mins. (Registered 30 November 2021)",,100
uk.org.publicwhip/person/25814,Shaun Bailey,2022-05-16,1,Employment and earnings,"12 January 2022, received £225 from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for a survey. Hours: 1 hr. (Registered 18 January 2022)",,225
uk.org.publicwhip/person/25844,Duncan Baker,2022-05-16,1,Employment and earnings,"Until 5 February 2021, Councillor, North Norfolk District Council, Holt Road, Cromer NR27 9EN. I received a monthly allowance of £452.83. Hours: 40 hrs per month. (Registered 06 January 2020; updated 12 November 2021)",North Norfolk District Council,452.83
uk.org.publicwhip/person/25844,Duncan Baker,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","House in Norfolk, owned jointly with my spouse: (i). (Registered 02 January 2020)",House,
uk.org.publicwhip/person/25844,Duncan Baker,2022-05-16,8,Miscellaneous,"I am a beneficiary of the MJM Baker Discretionary Will Trust, a trust with property and investment income. (Registered 02 January 2020)",MJM,
uk.org.publicwhip/person/24786,Steven Baker,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: The Recovery Alliance,The Recovery Alliance,
uk.org.publicwhip/person/24786,Steven Baker,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Neil Record,,
uk.org.publicwhip/person/24786,Steven Baker,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: RS Furbs Ltd,,
uk.org.publicwhip/person/24786,Steven Baker,2022-05-16,7,"(ii) Other shareholdings, valued at more than £70,000","From 31 May 2017, Glint Pay Ltd; financial services holding company. (Registered 22 June 2017)",Glint Pay Ltd,
uk.org.publicwhip/person/24786,Steven Baker,2022-05-16,8,Miscellaneous,"From 20 October 2020, Chair of the Advisory Board of Conservatives Against Racism For Equality (CARFE), an organisation building a new narrative on race relations, working with Conservative MPs and individuals across the Conservative Party and wider society. (Registered 18 December 2020)",CARFE; the Conservative Party,
uk.org.publicwhip/person/24786,Steven Baker,2022-05-16,8,Miscellaneous,"From 15 December 2020, Member of the Air League Council. The Air League aims to change lives through aviation, promoting an interest in aviation by inspiring young people, awarding scholarships and work opportunities. I return to the Air League Council after a lapse of several years. (Registered 18 December 2020)",the Air League Council; The Air League; the Air League Council,
uk.org.publicwhip/person/24786,Steven Baker,2022-05-16,8,Miscellaneous,"From 5 November 2020, Deputy Chairman of the Covid Recovery Group, a group of Conservative MPs and peers which co-ordinates parliamentary work to facilitate the country’s recovery from Covid 19. This is an unpaid role. (Registered 26 January 2021)",the Covid Recovery Group,
uk.org.publicwhip/person/24786,Steven Baker,2022-05-16,8,Miscellaneous,"From 17 May 2021, Member of the Global Warming Policy Foundation's Board of Trustees. This is an unpaid role. (Registered 21 May 2021)",the Global Warming Policy Foundation's; Board of Trustees,
uk.org.publicwhip/person/24785,Harriett Baldwin,2022-05-16,1,Employment and earnings,"7 September 2021, payment of £150 from Britain Thinks, Metherell Gard, Morval, Looe PL13 1PN, for taking part in an interview. Hours: 1 hr. Fee paid direct to charity. (Registered 29 September 2021)",,150
uk.org.publicwhip/person/24785,Harriett Baldwin,2022-05-16,1,Employment and earnings,"1 December 2021, payment of £200 from CMD Polling Ltd, 31 Carolside Avenue, Glasgow G76 7AA, for a survey. Hours: 25 mins. Fee paid direct to charity. (Registered 14 December 2021)",CMD Polling Ltd,200
uk.org.publicwhip/person/24785,Harriett Baldwin,2022-05-16,5,Gifts and benefits from sources outside the UK,Name of donor: Association of Marshall Scholars,,
uk.org.publicwhip/person/24916,Steve Barclay,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Ari Laakkonen,,
uk.org.publicwhip/person/24916,Steve Barclay,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Lawn Tennis Association,Lawn Tennis Association,
uk.org.publicwhip/person/25409,Hannah Bardell,2022-05-16,8,Miscellaneous,"From 30 May 2021, Board Member of the Scottish Football Supporters Association. This is an unpaid role. (Registered 01 June 2021)",Board; the Scottish Football Supporters Association,
uk.org.publicwhip/person/10715,John Baron,2022-05-16,1,Employment and earnings,"From 1 July 2018 until further notice, £800 (previously £600) a month for a monthly investment column in the FT’s Investors' Chronicle magazine. Address: Number One Southwark Bridge, London SE1 9HL. All fees are waived in lieu of FT donations to charities of my choice. Hours: 1 hr a month (1 column). (Updated 22 June 2015, 11 August 2016 and 02 July 2018)",,800; 600
uk.org.publicwhip/person/10715,John Baron,2022-05-16,1,Employment and earnings,"From 1 January 2021, Chair of the Investment Committee of Baron and Grant Investment Management Limited, 66 Lincoln’s Inn Fields, London WC2A 3LH; a fund management company. Between 3 July 2020 and 1 January 2021, I was a person with significant control. (Registered 08 November 2020; updated 07 June 2021)",Chair of the Investment Committee of Baron; Grant Investment Management Limited; Lincoln,
uk.org.publicwhip/person/10715,John Baron,2022-05-16,1,Employment and earnings,"17 May 2021, received £2,000 for January 2021 to April 2021. Hours: 20 hrs in total. (Registered 07 June 2021)",,"2,000"
uk.org.publicwhip/person/10715,John Baron,2022-05-16,1,Employment and earnings,"From 30 April 2021 until further notice, I receive £500 a month. Hours: 5 hrs month. First payment received on 17 May 2021. (Registered 07 June 2021)",,500
uk.org.publicwhip/person/10715,John Baron,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",Two investment residential properties in London: (i) and (ii). (Updated 05 December 2012 and 17 July 2018),,
uk.org.publicwhip/person/10715,John Baron,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,Equi Ltd. (Registered 05 July 2017; updated 07 June 2018 and 17 July 2018),Equi Ltd.,
uk.org.publicwhip/person/10715,John Baron,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,"From 3 July 2020, Baron and Grant Investment Management Limited; a fund management company. (Registered 05 November 2020)",Grant Investment Management Limited,
uk.org.publicwhip/person/10715,John Baron,2022-05-16,8,Miscellaneous,"From 16 June 2015, Director of Equi Ltd. (Registered 07 June 2018; updated 17 July 2018)",Equi Ltd.,
uk.org.publicwhip/person/25799,Simon Baynes,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","Until 17 March 2022, property in Wales consisting of main house, annex, ancillary building, cottage and farmland: (i). These generated an income which did not exceed £10,000 in a calendar year. (Registered 09 January 2020, updated 16 March 2022)",,"10,000"
uk.org.publicwhip/person/25799,Simon Baynes,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",Land in Spain: (i). (Registered 09 January 2020),,
uk.org.publicwhip/person/25799,Simon Baynes,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","From 17 April 2021, cottage in Sussex: (i). (Registered 19 April 2021)",,
uk.org.publicwhip/person/25799,Simon Baynes,2022-05-16,8,Miscellaneous,Director of the Cazenove Association (alumni organisation). (Registered 09 January 2020),the Cazenove Association,
uk.org.publicwhip/person/25799,Simon Baynes,2022-05-16,8,Miscellaneous,Trustee and unpaid administrator of the Concertina Charitable Trust. (Registered 09 January 2020),the Concertina Charitable Trust,
uk.org.publicwhip/person/25799,Simon Baynes,2022-05-16,8,Miscellaneous,Trustee and unpaid administrator of the Bodfach Trust. (Registered 09 January 2020),the Bodfach Trust,
uk.org.publicwhip/person/25799,Simon Baynes,2022-05-16,8,Miscellaneous,"From 25 January 2020, Joint Chair of Women2Win Wales; an organisation which aims to ensure the fair representation of women at all levels of politics. (Registered 04 February 2020)",Wales,
uk.org.publicwhip/person/10031,Margaret Beckett,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my husband, Leo Beckett, as Office Manager.",Leo Beckett; Office Manager,
uk.org.publicwhip/person/25914,Apsana Begum,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Unite the Union,,
uk.org.publicwhip/person/25916,Aaron Bell,2022-05-16,1,Employment and earnings,"8 March 2022, payment of £170 from YouGov, 50 Featherstone St, London EC1Y 8RT, for a survey. Hours: 30 mins. Fee paid direct to charity. (Registered 08 March 2022)",YouGov,170
uk.org.publicwhip/person/25916,Aaron Bell,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Gamesys Group plc,Gamesys Group,
uk.org.publicwhip/person/25916,Aaron Bell,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Power Leisure Bookmakers Ltd,,
uk.org.publicwhip/person/25916,Aaron Bell,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Curry Life Media Group,Curry Life Media Group,
uk.org.publicwhip/person/25916,Aaron Bell,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Betting and Gaming Council,,
uk.org.publicwhip/person/25916,Aaron Bell,2022-05-16,5,Gifts and benefits from sources outside the UK,Name of donor: Entain Operations Ltd,Entain Operations Ltd,
uk.org.publicwhip/person/25916,Aaron Bell,2022-05-16,7,"(ii) Other shareholdings, valued at more than £70,000",Rematch Credit Ltd; parent company of interest free credit provider DivideBuy. (Registered 09 January 2020),Rematch Credit Ltd; DivideBuy,
uk.org.publicwhip/person/25916,Aaron Bell,2022-05-16,8,Miscellaneous,"From 8 January 2020, member of the Town Deal Board for Newcastle-under-Lyme. This is an unpaid role. (Registered 21 January 2020)",the Town Deal Board,
uk.org.publicwhip/person/10669,Hilary Benn,2022-05-16,1,Employment and earnings,"1 July 2021, received £200 from the BBC, Broadcasting House, Portland Place, London W1A 1AA, for participation as a panel member for Any Questions on 11 June 2021. Hours: 1 hr. (Registered 01 July 2021)",BBC; Broadcasting House; Portland Place,200
uk.org.publicwhip/person/10669,Hilary Benn,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Best for Britain Ltd,Britain Ltd,
uk.org.publicwhip/person/10669,Hilary Benn,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Best for Britain Ltd,Britain Ltd,
uk.org.publicwhip/person/10669,Hilary Benn,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Best for Britain Ltd,Britain Ltd,
uk.org.publicwhip/person/10669,Hilary Benn,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Best for Britain Ltd,Britain Ltd,
uk.org.publicwhip/person/10669,Hilary Benn,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",Part-owner of house and small nature reserve in Essex: (i). (Updated 24 November 2014),,
uk.org.publicwhip/person/10669,Hilary Benn,2022-05-16,8,Miscellaneous,"On 3 March 2022, Best for Britain Ltd provided transport to and from Belfast for me on behalf of the UK Trade and Business Commission of which I am co-convener, estimated value £259. (Registered 23 March 2022)",Britain Ltd; the UK Trade and Business Commission,259
uk.org.publicwhip/person/10669,Hilary Benn,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my wife, Sally Clark, as part-time office manager/senior parliamentary assistant. (Updated 16 April 2019)",,
uk.org.publicwhip/person/25800,Scott Benton,2022-05-16,1,Employment and earnings,"Payments from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for surveys:",,
